task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_82847,Immediate action required: Payment system down.,Critical,2025-06-20,user_61,To Do,2025-06-14,6.83,5.3
TASK_16858,Schedule meeting with stakeholders next week.,Medium,2025-06-27,user_16,Completed,2025-06-06,10.06,10.96
TASK_10849,,Low,2025-07-06,user_75,In Progress,2025-06-18,9.73,13.39
TASK_97685,Client report must be submitted by evening.,High,2025-07-16,user_89,To Do,2025-05-28,3.22,2.84
TASK_91981,,High,2025-07-13,user_38,Completed,2025-06-12,5.95,6.46
TASK_85781,Client report must be submitted by evening.,High,2025-08-03,user_66,In Progress,2025-06-07,13.21,13.49
TASK_79899,Enhance logging for future debugging.,Low,2025-08-05,user_77,Completed,2025-06-14,14.53,16.82
TASK_93292,Enhance logging for future debugging.,Low,2025-07-09,user_17,In Progress,2025-05-26,8.8,11.68
TASK_83809,Prepare for upcoming product launch this week.,High,2025-07-01,user_1,In Progress,2025-05-21,6.57,7.58
TASK_55889,Critical bug in production impacting all users.,Critical,2025-08-16,user_65,In Progress,2025-06-08,11.88,11.99
TASK_16259,High priority task: Resolve server outage now.,Critical,2025-07-25,user_62,Completed,2025-05-21,6.76,5.03
TASK_76640,Immediate action required: Payment system down.,Critical,2025-06-19,user_7,To Do,2025-06-13,2.67,4.09
TASK_53918,Critical bug in production impacting all users.,Critical,2025-08-02,user_28,To Do,2025-06-18,10.61,9.9
TASK_21427,Schedule meeting with stakeholders next week.,Medium,2025-07-19,user_35,,2025-05-26,12.26,10.65
TASK_85528,Conduct mid-cycle review of project progress.,Medium,2025-07-30,user_60,Completed,2025-05-26,3.42,4.94
TASK_29256,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-01,user_100,Completed,2025-06-17,15.95,17.22
TASK_22735,Conduct mid-cycle review of project progress.,Medium,2025-07-27,user_33,In Progress,2025-05-20,15.92,19.22
TASK_23122,Coordinate with design team on layout feedback.,Medium,2025-07-10,user_30,To Do,2025-05-26,9.99,12.18
TASK_64914,Critical bug in production impacting all users.,Critical,2025-07-21,user_93,To Do,2025-06-05,10.63,9.22
TASK_91265,Schedule meeting with stakeholders next week.,Medium,2025-08-12,user_6,Completed,2025-05-28,2.86,1.07
TASK_75789,Immediate action required: Payment system down.,Critical,2025-07-29,user_26,Completed,2025-05-27,6.87,7.07
TASK_26347,Refactor legacy module as per guidelines.,Medium,2025-08-03,user_46,To Do,2025-06-17,6.2,8.85
TASK_66931,Conduct mid-cycle review of project progress.,Medium,2025-08-04,user_65,Completed,2025-06-12,6.2,5.41
TASK_86557,Immediate action required: Payment system down.,Critical,2025-08-03,user_71,In Progress,2025-05-29,3.33,7.04
TASK_21391,Client report must be submitted by evening.,High,2025-08-17,user_74,In Progress,2025-06-11,4.68,6.82
TASK_53715,Prepare for upcoming product launch this week.,High,2025-08-01,user_7,Completed,2025-06-02,2.38,1.57
TASK_15387,High priority task: Resolve server outage now.,Critical,2025-07-31,user_21,In Progress,2025-05-29,10.81,9.29
TASK_66748,Conduct mid-cycle review of project progress.,Medium,2025-06-24,,To Do,2025-05-27,4.36,7.0
TASK_36915,Code review required urgently for merge.,High,2025-07-16,user_24,In Progress,2025-06-12,14.15,14.13
TASK_22750,Schedule meeting with stakeholders next week.,Medium,2025-06-29,user_15,In Progress,2025-06-14,12.17,15.17
TASK_73771,Database optimization needed before backup.,High,2025-08-12,user_42,To Do,2025-05-25,2.14,1.34
TASK_95172,High priority task: Resolve server outage now.,Critical,2025-07-02,user_4,To Do,2025-05-30,8.53,11.92
TASK_82812,Complete documentation for current sprint.,Medium,2025-07-08,user_30,In Progress,2025-06-07,15.87,16.94
TASK_50654,High priority task: Resolve server outage now.,Critical,2025-07-16,user_39,In Progress,2025-06-14,15.45,17.04
TASK_88329,Coordinate with design team on layout feedback.,Medium,2025-07-12,user_5,In Progress,2025-06-13,14.7,15.77
TASK_29460,Complete documentation for current sprint.,Medium,2025-07-06,user_50,To Do,2025-05-25,3.33,4.48
TASK_71405,,Critical,2025-06-30,user_27,To Do,2025-05-28,9.29,10.37
TASK_58691,Complete documentation for current sprint.,Medium,2025-08-16,user_52,Completed,2025-06-09,9.41,13.11
TASK_86063,Critical bug in production impacting all users.,Critical,2025-07-25,user_73,In Progress,2025-05-31,13.57,12.74
TASK_77624,Enhance logging for future debugging.,Low,2025-07-08,user_18,In Progress,2025-06-14,2.77,3.38
TASK_14364,Complete documentation for current sprint.,Medium,2025-06-26,user_23,In Progress,2025-05-30,11.7,10.99
TASK_31744,Update user avatars with new icons.,Low,2025-08-07,user_85,Completed,2025-06-06,9.47,11.7
TASK_52151,Complete documentation for current sprint.,Medium,2025-07-17,user_72,In Progress,2025-05-22,10.59,8.82
TASK_44017,Complete documentation for current sprint.,Medium,2025-08-15,user_99,To Do,2025-05-26,12.01,15.65
TASK_48816,URGENT: System failure requires immediate attention.,Critical,2025-06-20,user_70,In Progress,2025-06-07,13.82,14.36
TASK_21601,Enhance logging for future debugging.,Low,2025-06-21,user_94,,2025-05-30,14.09,15.29
TASK_19034,Refactor legacy module as per guidelines.,Medium,2025-07-27,user_46,To Do,2025-06-13,14.75,13.27
TASK_25460,Complete documentation for current sprint.,,2025-06-30,user_52,In Progress,2025-06-11,9.68,11.87
TASK_66351,Update user avatars with new icons.,Low,2025-08-01,user_58,Completed,2025-06-13,2.28,2.7
TASK_74716,,Medium,2025-07-21,user_68,Completed,2025-06-03,7.84,8.44
TASK_29452,Prepare for upcoming product launch this week.,High,2025-07-06,user_22,Completed,2025-05-20,5.7,6.23
TASK_79394,Update user avatars with new icons.,Low,2025-07-19,user_64,In Progress,2025-06-04,12.36,12.69
TASK_12465,Task needs completion before end of the day.,,2025-08-12,user_53,In Progress,2025-05-21,5.75,4.74
TASK_41977,Client report must be submitted by evening.,High,2025-07-07,user_63,Completed,2025-06-05,5.59,4.59
TASK_68537,Database optimization needed before backup.,High,2025-08-10,user_14,,2025-05-31,7.78,8.08
TASK_94974,Immediate action required: Payment system down.,Critical,2025-07-27,user_72,Completed,2025-05-25,8.01,7.73
TASK_34558,Clean up old branches from repository.,Low,2025-07-29,user_24,Completed,2025-05-24,12.07,10.6
TASK_16619,Client report must be submitted by evening.,High,2025-08-05,user_95,Completed,2025-06-18,4.58,4.24
TASK_79352,High priority task: Resolve server outage now.,Critical,2025-07-15,user_52,Completed,2025-06-07,12.97,15.97
TASK_87335,,Medium,2025-07-29,user_45,In Progress,2025-06-15,3.83,7.57
TASK_71330,Client report must be submitted by evening.,High,2025-08-17,user_37,Completed,2025-06-04,13.12,16.67
TASK_16031,Coordinate with design team on layout feedback.,Medium,2025-07-22,user_57,,2025-05-27,6.59,6.11
TASK_24090,Prepare for upcoming product launch this week.,High,2025-08-05,,To Do,2025-06-15,12.41,15.07
TASK_34176,Immediate action required: Payment system down.,Critical,2025-07-25,user_69,Completed,2025-05-21,3.52,5.2
TASK_57594,Immediate action required: Payment system down.,Critical,2025-07-20,user_59,In Progress,2025-05-26,9.83,13.73
TASK_15547,Database optimization needed before backup.,High,2025-08-11,user_54,To Do,2025-05-28,11.89,13.65
TASK_93022,Database optimization needed before backup.,High,2025-06-30,user_75,In Progress,2025-05-24,13.75,17.34
TASK_37668,,High,2025-08-11,user_44,Completed,2025-06-10,10.8,13.29
TASK_33893,Update user avatars with new icons.,Low,2025-07-06,user_4,In Progress,2025-05-25,7.45,6.85
TASK_96484,Improve UI consistency across all pages.,Low,2025-06-24,user_36,In Progress,2025-06-15,3.47,5.56
TASK_16544,Clean up old branches from repository.,Low,2025-06-30,user_32,,2025-06-07,11.73,13.98
TASK_60272,,Medium,2025-08-04,user_24,Completed,2025-06-10,2.34,5.74
TASK_32185,Conduct mid-cycle review of project progress.,Medium,2025-08-05,user_38,In Progress,2025-06-18,10.02,13.57
TASK_60115,Enhance logging for future debugging.,Low,2025-07-26,user_7,In Progress,2025-06-18,12.19,14.14
TASK_18019,Complete documentation for current sprint.,Medium,2025-08-15,user_7,To Do,2025-06-04,12.24,10.87
TASK_84443,Clean up old branches from repository.,,2025-06-22,user_68,In Progress,2025-06-07,6.29,4.57
TASK_23250,Organize code comments and improve readability.,Low,2025-07-06,user_87,In Progress,2025-06-03,14.26,16.75
TASK_39249,Conduct mid-cycle review of project progress.,Medium,2025-07-05,user_26,In Progress,2025-05-29,14.09,17.91
TASK_57009,Database optimization needed before backup.,High,2025-07-08,user_71,To Do,2025-06-10,12.02,15.02
TASK_74837,Update user avatars with new icons.,Low,2025-07-30,user_95,In Progress,2025-06-03,4.09,6.67
TASK_96699,Task needs completion before end of the day.,High,2025-07-03,user_59,In Progress,2025-06-15,14.5,13.26
TASK_29478,Complete documentation for current sprint.,,2025-08-10,user_81,To Do,2025-06-17,12.08,11.38
TASK_88022,Complete documentation for current sprint.,Medium,2025-06-25,user_48,To Do,2025-06-15,9.55,8.99
TASK_84605,URGENT: System failure requires immediate attention.,Critical,2025-07-09,user_20,In Progress,2025-06-17,8.45,11.89
TASK_13249,Complete documentation for current sprint.,Medium,2025-07-29,user_30,Completed,2025-06-08,7.51,9.93
TASK_93968,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-11,user_72,,2025-05-27,7.47,6.11
TASK_35198,Database optimization needed before backup.,High,2025-07-13,user_14,Completed,2025-06-06,12.34,11.24
TASK_21760,Improve UI consistency across all pages.,Low,2025-07-02,user_56,Completed,2025-06-02,13.67,11.88
TASK_28090,Improve UI consistency across all pages.,Low,2025-07-10,,In Progress,2025-05-23,9.22,8.57
TASK_41987,Refactor legacy module as per guidelines.,Medium,2025-06-23,user_30,In Progress,2025-06-17,4.09,7.85
TASK_54250,URGENT: System failure requires immediate attention.,Critical,2025-06-25,user_90,In Progress,2025-05-31,12.68,13.34
TASK_31837,Client report must be submitted by evening.,High,2025-07-20,user_67,Completed,2025-05-21,10.34,12.48
TASK_92907,Complete documentation for current sprint.,Medium,2025-07-08,user_8,,2025-06-11,14.36,12.68
TASK_96726,Immediate action required: Payment system down.,Critical,2025-07-04,user_54,Completed,2025-06-10,10.41,11.67
TASK_50781,Schedule meeting with stakeholders next week.,Medium,2025-07-16,user_97,Completed,2025-06-17,11.64,13.67
TASK_28172,Refactor legacy module as per guidelines.,Medium,2025-07-08,user_76,In Progress,2025-06-11,2.72,3.32
TASK_95535,Update user avatars with new icons.,Low,2025-08-17,user_12,To Do,2025-06-16,4.73,8.55
TASK_24369,Client report must be submitted by evening.,High,2025-07-17,user_66,In Progress,2025-06-02,6.52,8.01
TASK_43877,Organize code comments and improve readability.,Low,2025-06-30,user_79,In Progress,2025-05-20,4.09,5.83
TASK_32698,Complete documentation for current sprint.,Medium,2025-08-08,user_86,,2025-06-10,13.25,14.05
TASK_88889,Clean up old branches from repository.,,2025-06-19,user_84,In Progress,2025-06-02,7.5,8.73
TASK_57546,Immediate action required: Payment system down.,Critical,2025-08-09,user_56,Completed,2025-05-22,12.54,10.55
TASK_41874,URGENT: System failure requires immediate attention.,Critical,2025-06-20,user_5,To Do,2025-06-15,6.52,5.72
TASK_76526,Schedule meeting with stakeholders next week.,Medium,2025-07-08,user_58,Completed,2025-05-26,8.35,9.75
TASK_78160,Improve UI consistency across all pages.,,2025-07-09,user_54,,2025-06-01,12.47,14.44
TASK_67560,Update user avatars with new icons.,Low,2025-08-10,user_77,To Do,2025-06-16,15.94,16.0
TASK_10879,Conduct mid-cycle review of project progress.,,2025-08-13,user_78,In Progress,2025-05-27,9.08,11.68
TASK_82739,Coordinate with design team on layout feedback.,Medium,2025-07-01,user_92,In Progress,2025-05-28,10.74,9.5
TASK_77915,Refactor legacy module as per guidelines.,Medium,2025-06-28,user_40,To Do,2025-06-10,5.43,6.48
TASK_80250,Clean up old branches from repository.,Low,2025-07-02,user_18,Completed,2025-06-03,12.43,13.12
TASK_81020,Code review required urgently for merge.,High,2025-07-20,user_21,Completed,2025-06-17,3.69,4.55
TASK_69699,Enhance logging for future debugging.,Low,2025-07-07,user_41,Completed,2025-05-29,10.65,12.91
TASK_48100,Update user avatars with new icons.,Low,2025-07-27,user_94,In Progress,2025-05-24,15.99,18.71
TASK_11764,Complete documentation for current sprint.,,2025-08-05,user_13,,2025-06-05,14.51,17.46
TASK_97171,Improve UI consistency across all pages.,Low,2025-06-27,user_18,Completed,2025-06-14,7.06,6.73
TASK_52944,Complete documentation for current sprint.,Medium,2025-06-22,user_44,In Progress,2025-06-09,5.16,6.07
TASK_38356,Improve UI consistency across all pages.,Low,2025-07-26,user_45,Completed,2025-06-06,7.23,7.5
TASK_68743,Organize code comments and improve readability.,Low,2025-07-29,,In Progress,2025-06-18,9.53,12.27
TASK_82097,Update user avatars with new icons.,Low,2025-07-20,user_71,In Progress,2025-06-12,4.15,7.25
TASK_45831,Organize code comments and improve readability.,Low,2025-07-26,user_84,,2025-05-28,8.96,10.86
TASK_13952,Coordinate with design team on layout feedback.,Medium,2025-06-20,user_29,To Do,2025-05-23,15.87,14.04
TASK_23900,Code review required urgently for merge.,High,2025-08-17,user_44,To Do,2025-06-06,12.9,10.97
TASK_65801,Code review required urgently for merge.,High,2025-08-11,user_100,In Progress,2025-06-04,15.55,18.84
TASK_87059,Clean up old branches from repository.,Low,2025-07-07,user_47,Completed,2025-06-11,8.46,8.84
TASK_75104,Organize code comments and improve readability.,Low,2025-06-26,,Completed,2025-05-24,9.29,10.02
TASK_82926,Refactor legacy module as per guidelines.,Medium,2025-07-26,user_77,Completed,2025-06-11,15.73,15.14
TASK_90408,Client report must be submitted by evening.,High,2025-07-16,user_24,,2025-05-20,10.35,9.04
TASK_18513,Prepare for upcoming product launch this week.,High,2025-06-19,user_53,In Progress,2025-06-10,10.35,11.0
TASK_10715,Code review required urgently for merge.,High,2025-06-24,user_8,In Progress,2025-05-25,3.41,5.73
TASK_58896,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-05,user_51,,2025-06-11,4.27,7.04
TASK_64688,Conduct mid-cycle review of project progress.,Medium,2025-08-03,user_57,In Progress,2025-06-01,11.91,15.46
TASK_90779,High priority task: Resolve server outage now.,Critical,2025-06-27,user_85,In Progress,2025-06-14,14.74,15.51
TASK_12266,Task needs completion before end of the day.,High,2025-07-03,user_9,To Do,2025-05-30,9.18,8.74
TASK_91175,Prepare for upcoming product launch this week.,High,2025-08-08,user_36,Completed,2025-05-30,15.12,15.13
TASK_12369,Emergency: Security breach needs to be fixed ASAP.,,2025-06-29,user_86,Completed,2025-06-09,4.21,7.1
TASK_24414,,Medium,2025-08-09,user_60,To Do,2025-05-26,8.39,7.95
TASK_80334,Update user avatars with new icons.,Low,2025-06-30,user_50,To Do,2025-05-23,13.71,15.53
TASK_14090,Clean up old branches from repository.,Low,2025-06-27,user_57,To Do,2025-05-22,8.14,7.1
TASK_26030,URGENT: System failure requires immediate attention.,Critical,2025-07-25,,To Do,2025-05-24,13.12,11.74
TASK_92476,Refactor legacy module as per guidelines.,Medium,2025-08-03,user_75,In Progress,2025-05-21,4.69,7.66
TASK_95910,Conduct mid-cycle review of project progress.,Medium,2025-06-22,user_62,In Progress,2025-06-15,12.67,16.46
TASK_11497,Client report must be submitted by evening.,High,2025-07-11,user_86,Completed,2025-05-31,9.28,13.15
TASK_70801,Clean up old branches from repository.,Low,2025-06-21,user_16,Completed,2025-05-23,13.36,15.98
TASK_56749,Clean up old branches from repository.,Low,2025-06-25,user_29,In Progress,2025-05-25,10.64,9.32
TASK_72455,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-11,user_11,Completed,2025-06-03,11.36,11.5
TASK_90450,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-23,user_86,In Progress,2025-05-31,13.89,14.86
TASK_21325,URGENT: System failure requires immediate attention.,Critical,2025-07-25,user_38,To Do,2025-06-04,10.46,11.99
TASK_16341,Database optimization needed before backup.,High,2025-07-18,user_64,In Progress,2025-06-04,3.04,6.1
TASK_88865,Update user avatars with new icons.,Low,2025-07-16,user_43,Completed,2025-06-09,13.08,13.72
TASK_33214,Clean up old branches from repository.,Low,2025-07-20,user_13,In Progress,2025-06-13,13.96,14.66
TASK_16115,High priority task: Resolve server outage now.,Critical,2025-07-12,user_7,To Do,2025-05-25,15.2,16.76
TASK_23644,Update user avatars with new icons.,Low,2025-07-27,user_100,In Progress,2025-06-07,6.32,9.55
TASK_73304,Immediate action required: Payment system down.,Critical,2025-07-02,user_77,Completed,2025-05-26,15.78,14.81
TASK_82211,Clean up old branches from repository.,Low,2025-07-04,user_67,In Progress,2025-06-17,7.0,7.15
TASK_94535,Code review required urgently for merge.,High,2025-07-19,user_54,To Do,2025-05-21,2.99,6.25
TASK_90387,Conduct mid-cycle review of project progress.,Medium,2025-07-06,user_96,,2025-06-07,15.94,17.19
TASK_63981,Critical bug in production impacting all users.,,2025-08-06,user_81,To Do,2025-06-12,13.75,13.06
