task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_07394,soldier turn and mr career financial avoid.,Low,2025-06-09,user_98,,2025-06-02,10.83727528731364,10.147074518319455
TASK_07395,shoulder great anything you story total most term.,Critical,2025-07-06,user_25,To Do,2025-05-30,8.518628132717339,9.151236102582125
TASK_07396,huge once station actually figure hotel box entire class foot.,High,2025-06-13,user_62,To Do,2025-04-25,6.7773973678897725,4.606892225914647
TASK_07397,authority go something human stop.,Medium,2025-06-11,user_30,Done,2025-05-19,8.70326754381328,9.747102995969565
TASK_07398,single ball lay about record. please do it asap,Critical,2025-06-17,user_48,Blocked,2025-05-15,8.52197441603789,8.47714136220112
TASK_07399,space record blood soldier behavior speech wind.,Medium,2025-06-02,user_33,In Progress,2025-05-27,8.11206692504769,8.49938478356143
TASK_07400,decide man else a. 🔥,Medium,2025-07-02,user_83,In Progress,2025-05-10,7.288427292876045,1.972468016775534
TASK_07401,sort step street pretty material special senior up red sell customer standard worker poor.,Medium,2025-07-09,user_36,Blocked,2025-05-30,2.5354468017783436,3.0319472211597653
TASK_07402,food home fight road treatment spring floor power matter carry throughout beyond.,Medium,2025-06-14,user_52,Done,2025-05-04,7.269486690074707,6.771798335633507
TASK_07403,smile eight amount which season year letter society everyone professor wear by single test. please do it asap,,2025-07-09,user_12,Done,2025-05-20,9.961364192412256,5.967999490665862
TASK_07404,something minute fact class meet budget reduce throw.,Critical,2025-04-27,user_10,Done,2025-04-20,10.646097915767896,11.356743199387013
TASK_07405,option week my magazine tough.,High,2025-07-28,user_27,In Progress,2025-06-02,7.684088167854757,5.294987901383621
TASK_07406,administration summer police seem then sister character write outside gun chance remember professor store voice force look.,,2025-06-19,user_14,To Do,2025-05-31,5.947685907211528,8.793984302520515
TASK_07407,thus serve team single important happen maybe management.,,2025-06-15,user_84,Done,2025-05-25,14.428804723376203,12.85531284804513
TASK_07408,among data bit significant worker office sort institution close woman property bank word eight that military.,Medium,2025-05-04,user_29,,2025-04-30,6.798070204925374,6.189207939495532
TASK_07409,,Low,2025-05-30,user_94,In Progress,2025-05-22,10.600342553635237,8.573106076797892
TASK_07410,factor just partner suddenly opportunity behavior our relate scene national. thanks!,High,2025-05-03,user_84,To Do,2025-04-30,7.6548996382783825,7.824397276908957
TASK_07411,memory into human raise thousand table.,Medium,2025-06-20,,To Do,2025-04-24,12.027035401410581,11.968176105965409
TASK_07412,doctor red memory sound example person floor land force cup life follow moment.,High,2025-05-17,user_62,In Progress,2025-04-13,7.643101576650826,5.942851262907075
TASK_07413,clearly water unit behavior role north body.,Medium,2025-05-28,user_88,To Do,2025-04-16,7.822057522617426,5.975917217888167
TASK_07414,scientist win discussion guess loss large. please do it asap,Medium,2025-05-26,user_2,Done,2025-04-28,14.520364229385535,21.002160036611542
TASK_07415,old husband on address enough.,High,2025-05-14,user_73,In Progress,2025-05-06,6.913941561889389,9.50121282402621
TASK_07416,once listen decision employee nearly fish.,Medium,2025-06-18,user_14,In Progress,2025-04-29,8.375089951210475,11.264756534544373
TASK_07417,beyond rather politics rest newspaper first sense standard forward author economic thank some always.,Medium,2025-05-05,user_70,Done,2025-04-30,3.69532638582264,2.670170241020297
TASK_07418,stand relate sure green yes note leg himself leg.,Medium,2025-06-13,user_26,To Do,2025-05-18,10.00735502270117,10.157222690844872
TASK_07419,,High,2025-05-13,user_14,To Do,2025-04-25,8.251760468544918,10.304670979706962
TASK_07420,administration plant prevent white idea situation strong.,Medium,2025-06-01,user_36,In Progress,2025-05-03,7.209217785183842,4.377869604835908
TASK_07421,,High,2025-06-15,user_82,,2025-04-29,11.719476228947808,11.864803982908164
TASK_07422,reflect mother include hot necessary contain require series firm these feel happy sense.,Low,2025-05-30,user_77,To Do,2025-05-12,8.611687544682525,8.429664009876149
TASK_07423,report guy training determine nothing.,Medium,2025-06-10,user_65,In Progress,2025-05-15,7.275163057565354,5.673888278558747
TASK_07424,production water administration be as ground.,High,2025-06-26,user_68,To Do,2025-05-05,5.470479625291901,4.334564478372373
TASK_07425,treat body collection.,Low,2025-06-05,user_86,To Do,2025-05-24,8.729098944501004,6.821033235429646
TASK_07426,growth should student blood nearly structure part five general its information others.,Low,2025-07-01,user_70,,2025-05-07,12.71324923504113,8.843108002141673
TASK_07427,design charge other leg whose others cultural. 🔥,Medium,2025-06-13,user_57,In Progress,2025-04-27,7.197863412461288,9.137901095639736
TASK_07428,trial agree candidate data chair card choice arrive property girl.,High,2025-07-03,user_7,In Progress,2025-05-19,11.952909782654247,12.224241918900649
TASK_07429,early radio modern must page table perhaps everybody.,Medium,2025-06-24,user_9,To Do,2025-04-26,5.831380231516898,3.9770328730292173
TASK_07430,week right act analysis should action car.,Low,2025-05-12,user_87,Blocked,2025-04-24,2.6280979270074534,1.3095547854586915
TASK_07431,edge quickly may change national nice magazine life team bed factor performance.,High,2025-05-08,user_68,To Do,2025-05-01,6.878251450173057,8.955651394957524
TASK_07432,citizen guess term run consider method see plant.,Medium,2025-06-02,user_44,Blocked,2025-05-20,6.837814125456108,5.364561220217965
TASK_07433,turn girl space less energy president particularly significant fight.,High,2025-06-04,user_99,Done,2025-05-12,8.435876034732825,9.12976607933209
TASK_07434,poor not congress morning start factor expert.,High,2025-05-23,user_20,To Do,2025-05-13,6.6295817505109405,8.061466168157493
TASK_07435,but professional business lose compare point coach cell else young political style task power. asap,Critical,2025-05-23,user_25,To Do,2025-05-05,10.250263034835534,8.854164504699295
TASK_07436,crime film specific pick pressure hot happy.,Low,2025-05-13,user_21,To Do,2025-05-07,8.499461259456092,7.286284435755494
TASK_07437,any wonder southern card special scene defense ask goal where free.,High,2025-05-03,user_80,In Progress,2025-04-21,13.350701596445706,13.83838325672377
TASK_07438,daughter by sister worker defense office head course agree.,Medium,2025-06-03,user_21,To Do,2025-05-22,4.36976730141546,5.9708301558976835
TASK_07439,range deep television to interview forward one get production dinner effect affect family and against look already language strong.,Low,2025-04-19,user_69,To Do,2025-04-17,7.571022537169338,10.334435187473005
TASK_07440,,Low,2025-07-01,user_90,Done,2025-05-29,9.018761631641343,6.834652288943794
TASK_07441,forget matter sometimes long white example keep something way decision hour high quickly change.,Medium,2025-06-29,user_40,To Do,2025-06-01,10.326403608197957,13.00149668831113
TASK_07442,soldier over everybody particularly leave still audience audience too word quite such over. <br>,High,2025-05-01,user_84,In Progress,2025-04-18,6.820681867115232,7.847721540850489
TASK_07443,image exist some central step watch give include pattern operation total stay.,Medium,2025-07-13,,To Do,2025-05-19,12.013310371954569,11.70252137552551
TASK_07444,crime recently red would miss.,Critical,2025-05-11,user_97,Done,2025-04-29,9.262436120255664,9.794201461254776
TASK_07445,yourself and painting song describe american trade action audience eat support detail whose person with.,Medium,2025-06-27,user_52,To Do,2025-05-25,8.04746761689437,5.558401689855209
TASK_07446,away control four yourself this ground these. 🔥,Medium,2025-06-22,user_35,In Progress,2025-05-16,8.708162779981482,6.479033734366139
TASK_07447,ahead black trial rock hospital however strong business local kid second. !!!,,2025-04-19,user_69,To Do,2025-04-16,10.457912743290033,11.932052363820125
TASK_07448,perhaps strategy also brother campaign arm radio body.,Low,2025-06-09,user_5,In Progress,2025-05-09,8.023443276572477,5.620575539558987
TASK_07449,evidence hand pass marriage direction.,Low,2025-06-08,user_50,To Do,2025-05-18,5.323741736932636,4.899072995179716
TASK_07450,continue past hospital drive.,Medium,2025-07-06,user_95,Blocked,2025-06-03,6.090313930705526,6.287325094773707
TASK_07451,while lose letter computer both newspaper chance along nearly reveal laugh this support.,High,2025-06-14,,Done,2025-05-16,10.172581411739808,10.046622751930409
TASK_07452,line indicate mouth dog letter almost true face. !!!,High,2025-07-16,,To Do,2025-05-21,8.785968173915599,4.464612010148067
TASK_07453,great body executive environmental can which. !!!,Medium,2025-06-02,user_17,To Do,2025-05-26,10.163060895097818,10.904412514399445
TASK_07454,election anyone team short movie they hospital cut education.,High,2025-05-15,user_65,To Do,2025-04-16,5.410206779898892,3.7426000715152874
TASK_07455,reason when body now interview old executive collection national should center catch day. <br>,High,2025-05-31,user_60,Done,2025-05-30,3.089074829656563,-0.005328409431408776
TASK_07456,though or memory who stock image for money measure build travel. 🔥,High,2025-06-20,user_80,Done,2025-05-28,6.304925012014915,3.3052887420348798
TASK_07457,see likely special nation particular head various else performance a. thanks!,Medium,2025-07-04,user_85,To Do,2025-06-01,4.976354206035847,4.766824000067905
TASK_07458,spend health enjoy task book hold involve. <br>,Critical,2025-07-12,user_23,In Progress,2025-05-25,4.094428682571138,6.109202950691852
TASK_07459,agree type magazine child seat together support wear development.,High,2025-06-17,,To Do,2025-04-30,7.921584066319612,3.8059557757427003
TASK_07460,candidate business time serious anyone often child defense improve rich. <br>,Low,2025-06-24,user_20,To Do,2025-05-31,10.692320367821706,9.611619086666012
TASK_07461,activity like suffer upon couple yeah common become specific board recently. !!!,Medium,2025-06-14,user_99,To Do,2025-04-26,9.788365080009163,8.613471218562522
TASK_07462,boy change wind stuff despite. thanks!,High,2025-04-29,user_64,In Progress,2025-04-12,8.484884379323152,8.695685091735006
TASK_07463,will rate effect develop.,High,2025-05-16,user_56,To Do,2025-04-18,8.517945585848182,11.242540155545148
TASK_07464,candidate degree dinner hospital suddenly total have picture ground pull.,Critical,2025-06-09,user_95,To Do,2025-04-27,5.435278854537945,6.042004824096942
TASK_07465,design heart speech me place its important general interview around. asap,High,2025-05-25,user_72,To Do,2025-05-21,8.933043852228154,7.558703515878567
TASK_07466,when point something.,Medium,2025-04-29,user_81,In Progress,2025-04-23,8.011004246880084,9.389450359218179
TASK_07467,relationship its return picture think line remember himself possible why manager recognize pick.,High,2025-05-18,user_89,In Progress,2025-05-10,6.078519386743213,8.910399996329511
TASK_07468,each great maybe or rich whose actually congress particular.,Medium,2025-06-14,user_79,To Do,2025-05-26,5.802512081684567,7.6060578690611855
TASK_07469,similar take understand itself appear save.,Medium,2025-05-17,user_80,In Progress,2025-04-26,9.491725964736306,10.248273719703274
TASK_07470,culture today fast head affect mission message detail own view require animal sort wall deep.,Low,2025-06-29,user_63,In Progress,2025-05-20,4.534800907854567,1.9278497543673376
TASK_07471,than prevent word before accept stuff thought off energy.,Medium,2025-05-23,user_20,In Progress,2025-04-07,10.069764681552742,12.04052260387084
TASK_07472,site doctor hold interest oil bar answer step. please do it asap,Low,2025-06-10,user_50,Done,2025-04-22,8.208462387242458,6.351818834873289
TASK_07473,drop lawyer why onto notice wife ten speech if store citizen.,Low,2025-07-04,user_70,In Progress,2025-05-09,9.788145400275697,9.125862505205687
TASK_07474,support throughout several research line similar sit write.,Medium,2025-05-23,user_75,In Progress,2025-05-22,10.6658895254213,8.205802468192456
TASK_07475,bring know pay country season model. please do it asap,High,2025-06-16,user_22,To Do,2025-06-03,7.588629060781263,7.219312725827549
TASK_07476,occur place world source discover quite truth still hotel pattern receive. !!!,Medium,2025-07-07,user_25,In Progress,2025-05-30,9.422904817945726,11.573216918745386
TASK_07477,language home feel put democrat account certainly light white author. thanks!,High,2025-06-22,user_40,To Do,2025-05-17,6.912938662652415,6.2786513751855155
